trade_price,trade_size,side,best_bid,best_ask,bid_depth5,ask_depth5,is_taker
108517.99,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.98,0.00069,sell,108470.13,108470.14,0.45529,11.18205,1
108517.9,0.00069,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,0.00012,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,6e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,0.01,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,0.00921,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,0.00362,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,0.00253,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,0.00251,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.35,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.34,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.34,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.34,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.34,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.34,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.34,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.34,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.34,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.34,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.34,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.34,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108517.34,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108515.73,0.00069,sell,108470.13,108470.14,0.45529,11.18205,1
108515.66,0.00069,sell,108470.13,108470.14,0.45529,11.18205,1
108514.97,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108514.92,0.00307,sell,108470.13,108470.14,0.45529,11.18205,1
108513.33,0.00571,sell,108470.13,108470.14,0.45529,11.18205,1
108513.01,9e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108512.67,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108512.26,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108511.67,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108511.07,0.00045,sell,108470.13,108470.14,0.45529,11.18205,1
108511.07,0.00073,sell,108470.13,108470.14,0.45529,11.18205,1
108511.07,0.00112,sell,108470.13,108470.14,0.45529,11.18205,1
108510.61,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.61,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.61,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.61,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.6,0.0046,sell,108470.13,108470.14,0.45529,11.18205,1
108510.56,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.56,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.56,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.56,5e-05,buy,108470.13,108470.14,0.45529,11.18205,0
108510.55,0.00249,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,0.00386,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,0.00535,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,0.0005,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,0.00049,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,0.00049,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,0.00386,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.55,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.54,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.54,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.54,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.54,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.54,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.54,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.54,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.54,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.54,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.54,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.54,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.54,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.54,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.22,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.22,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,0.00011,sell,108470.13,108470.14,0.45529,11.18205,1
108510.22,0.001,buy,108470.13,108470.14,0.45529,11.18205,0
108510.21,0.001,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,0.00921,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,0.0005,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,0.00197,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,0.0005,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,0.00011,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,0.00022,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.21,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.2,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.2,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.2,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.2,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.2,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.2,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.2,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.2,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.2,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.2,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.2,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.2,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.05,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.05,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.05,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.04,0.07191,sell,108470.13,108470.14,0.45529,11.18205,1
108510.04,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.04,5e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.04,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
108510.04,7e-05,sell,108470.13,108470.14,0.45529,11.18205,1
